# opp_gamma, obs_gamma, live_gamma, liveness_thresh, goal_reach_idx0, goal_reach_idx1, traj_collision, obs_collision_0, obs_collision_1, delta_vel_0, delta_vel_1, path_dev_0, path_dev_1
0.4000, 0.4000, 0.4000, 0.8000, 62.0000, 79.0000, 0.0000, 0.0000, 1.0000, 0.0114, 0.0166, 2.6209, 2.9318
0.5000, 0.5000, 0.4000, 1.0000, 62.0000, 75.0000, 0.0000, 1.0000, 0.0000, 0.0109, 0.0166, 2.4641, 2.6524
0.4000, 0.5000, 0.4000, 0.8000, 63.0000, 75.0000, 0.0000, 1.0000, 0.0000, 0.0114, 0.0167, 2.5428, 2.7417
0.6000, 0.2000, 0.4000, 1.0000, 62.0000, 75.0000, 0.0000, 0.0000, 0.0000, 0.0115, 0.0164, 1.9862, 2.4490
0.5000, 0.2000, 0.4000, 0.8000, 62.0000, 76.0000, 0.0000, 0.0000, 0.0000, 0.0114, 0.0168, 2.1448, 2.5121
0.6000, 0.3000, 0.4000, 1.0000, 62.0000, 74.0000, 0.0000, 0.0000, 0.0000, 0.0113, 0.0165, 2.3136, 2.4296
0.5000, 0.3000, 0.4000, 0.8000, 62.0000, 81.0000, 0.0000, 0.0000, 1.0000, 0.0115, 0.0171, 2.3968, 3.0357
0.6000, 0.4000, 0.4000, 1.0000, 62.0000, 75.0000, 0.0000, 0.0000, 0.0000, 0.0113, 0.0164, 2.4485, 2.6110
0.5000, 0.4000, 0.4000, 0.8000, 62.0000, 81.0000, 0.0000, 0.0000, 1.0000, 0.0114, 0.0171, 2.6343, 2.9035
0.6000, 0.5000, 0.4000, 1.0000, 62.0000, 74.0000, 0.0000, 1.0000, 0.0000, 0.0109, 0.0164, 2.4840, 2.5968
0.5000, 0.5000, 0.4000, 0.8000, 63.0000, 81.0000, 0.0000, 1.0000, 1.0000, 0.0114, 0.0170, 2.5734, 2.8681
0.2000, 0.2000, 0.5000, 1.0000, 62.0000, 77.0000, 0.0000, 0.0000, 0.0000, 0.0115, 0.0160, 1.9391, 2.4666
0.6000, 0.2000, 0.4000, 0.8000, 62.0000, 76.0000, 0.0000, 0.0000, 0.0000, 0.0114, 0.0168, 2.1066, 2.5216
0.2000, 0.3000, 0.5000, 1.0000, 62.0000, 76.0000, 0.0000, 0.0000, 0.0000, 0.0113, 0.0164, 2.3657, 2.5509
0.6000, 0.3000, 0.4000, 0.8000, 62.0000, 80.0000, 0.0000, 0.0000, 1.0000, 0.0115, 0.0168, 2.3257, 2.8969
0.2000, 0.4000, 0.5000, 1.0000, 62.0000, 77.0000, 0.0000, 0.0000, 0.0000, 0.0113, 0.0166, 2.4384, 2.7037
0.6000, 0.4000, 0.4000, 0.8000, 62.0000, 84.0000, 0.0000, 0.0000, 1.0000, 0.0114, 0.0169, 2.6417, 2.9301
