# opp_gamma, obs_gamma, live_gamma, liveness_thresh, goal_reach_idx0, goal_reach_idx1, traj_collision, obs_collision_0, obs_collision_1, delta_vel_0, delta_vel_1, path_dev_0, path_dev_1
0.4000, 0.4000, 0.3000, 0.8000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0120, 0.3062, 43.6508
0.5000, 0.5000, 0.3000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0128, 0.3230, 40.4604
0.4000, 0.5000, 0.3000, 0.8000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0120, 0.3566, 38.8641
0.6000, 0.2000, 0.3000, 1.0000, 69.0000, 100.0000, 0.0000, 0.0000, 1.0000, 0.0099, 0.0166, 0.5564, 3.3641
0.5000, 0.2000, 0.3000, 0.8000, 70.0000, 84.0000, 0.0000, 0.0000, 1.0000, 0.0102, 0.0164, 0.4860, 4.2981
0.6000, 0.3000, 0.3000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0119, 0.3231, 38.4746
0.5000, 0.3000, 0.3000, 0.8000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0114, 0.3120, 41.1706
0.6000, 0.4000, 0.3000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0123, 0.3503, 37.3065
0.5000, 0.4000, 0.3000, 0.8000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0120, 0.3366, 43.2368
0.6000, 0.5000, 0.3000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0127, 0.3504, 38.6218
0.5000, 0.5000, 0.3000, 0.8000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0113, 0.3369, 39.3756
0.2000, 0.2000, 0.4000, 1.0000, 69.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0099, 0.0109, 0.5242, 26.8457
0.2000, 0.3000, 0.4000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0124, 0.3246, 35.9980
0.6000, 0.2000, 0.3000, 0.8000, 70.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0106, 0.0120, 0.5366, 27.3571
0.2000, 0.4000, 0.4000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0127, 0.3553, 37.4724
0.6000, 0.3000, 0.3000, 0.8000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0116, 0.3045, 39.1361
0.2000, 0.5000, 0.4000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0127, 0.3431, 35.9300
0.6000, 0.4000, 0.3000, 0.8000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0120, 0.3353, 43.0102
0.3000, 0.2000, 0.4000, 1.0000, 69.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0099, 0.0113, 0.5404, 25.9620
0.6000, 0.5000, 0.3000, 0.8000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0120, 0.3357, 38.6980
0.3000, 0.3000, 0.4000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0117, 0.3015, 40.1560
0.2000, 0.2000, 0.4000, 0.8000, 70.0000, 89.0000, 0.0000, 0.0000, 1.0000, 0.0106, 0.0162, 0.5544, 4.1106
0.3000, 0.4000, 0.4000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0122, 0.3529, 45.4884
0.2000, 0.3000, 0.4000, 0.8000, 68.0000, 85.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0158, 0.3474, 4.4071
0.3000, 0.5000, 0.4000, 1.0000, 68.0000, -1.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0124, 0.2985, 6.3027
0.2000, 0.4000, 0.4000, 0.8000, 68.0000, 83.0000, 0.0000, 0.0000, 1.0000, 0.0081, 0.0150, 0.3874, 4.6412
