# opp_gamma, obs_gamma, live_gamma, liveness_thresh, goal_reach_idx0, goal_reach_idx1, traj_collision, obs_collision_0, obs_collision_1, delta_vel_0, delta_vel_1, path_dev_0, path_dev_1
0.2000, 0.2000, 0.5000, 0.8000, 63.0000, 78.0000, 0.0000, 0.0000, 0.0000, 0.0114, 0.0167, 1.0859, 0.9795
0.3000, 0.3000, 0.5000, 1.0000, 62.0000, 71.0000, 0.0000, 0.0000, 0.0000, 0.0090, 0.0141, 0.7443, 0.8422
0.3000, 0.4000, 0.5000, 1.0000, 62.0000, 71.0000, 0.0000, 0.0000, 0.0000, 0.0090, 0.0143, 0.8998, 0.7376
0.2000, 0.3000, 0.5000, 0.8000, 62.0000, 78.0000, 0.0000, 0.0000, 1.0000, 0.0090, 0.0169, 0.6775, 1.2015
0.3000, 0.5000, 0.5000, 1.0000, 62.0000, 71.0000, 0.0000, 0.0000, 0.0000, 0.0090, 0.0142, 0.9158, 0.8430
0.2000, 0.4000, 0.5000, 0.8000, 62.0000, 75.0000, 0.0000, 0.0000, 1.0000, 0.0090, 0.0168, 0.9007, 1.4581
0.4000, 0.2000, 0.5000, 1.0000, 63.0000, 73.0000, 0.0000, 0.0000, 0.0000, 0.0114, 0.0154, 1.1579, 0.8316
0.2000, 0.5000, 0.5000, 0.8000, 62.0000, 76.0000, 0.0000, 0.0000, 1.0000, 0.0090, 0.0166, 0.8730, 1.4043
0.4000, 0.3000, 0.5000, 1.0000, 62.0000, 71.0000, 0.0000, 0.0000, 0.0000, 0.0090, 0.0139, 0.7071, 0.6723
0.3000, 0.2000, 0.5000, 0.8000, 62.0000, 76.0000, 0.0000, 0.0000, 0.0000, 0.0115, 0.0165, 0.9596, 0.8834
0.4000, 0.4000, 0.5000, 1.0000, 62.0000, 71.0000, 0.0000, 0.0000, 0.0000, 0.0090, 0.0141, 0.8808, 0.8893
0.3000, 0.3000, 0.5000, 0.8000, 62.0000, 74.0000, 0.0000, 0.0000, 1.0000, 0.0090, 0.0168, 0.6749, 1.8336
0.4000, 0.5000, 0.5000, 1.0000, 62.0000, 71.0000, 0.0000, 0.0000, 0.0000, 0.0090, 0.0140, 0.9145, 0.8381
0.3000, 0.4000, 0.5000, 0.8000, 62.0000, 78.0000, 0.0000, 0.0000, 1.0000, 0.0090, 0.0166, 0.8526, 1.2539
0.5000, 0.2000, 0.5000, 1.0000, 63.0000, 73.0000, 0.0000, 0.0000, 0.0000, 0.0114, 0.0156, 1.1325, 0.8671
0.3000, 0.5000, 0.5000, 0.8000, 62.0000, 75.0000, 0.0000, 0.0000, 1.0000, 0.0090, 0.0162, 0.8709, 0.9789
0.5000, 0.3000, 0.5000, 1.0000, 62.0000, 71.0000, 0.0000, 0.0000, 0.0000, 0.0091, 0.0152, 0.7433, 0.6758
