# opp_gamma, obs_gamma, live_gamma, liveness_thresh, goal_reach_idx0, goal_reach_idx1, traj_collision, obs_collision_0, obs_collision_1, delta_vel_0, delta_vel_1, path_dev_0, path_dev_1
0.7000, 0.3000, 0.2000, 0.8000, 71.0000, -1.0000, 0.3114, 0.0000, 0.2117, 1.0000, 0.2282, 1.0000, 0.0096, 0.0144, 5.8798, 7.4396
0.8000, 0.5000, 0.3000, 0.8000, -1.0000, -1.0000, 0.4009, 0.0000, 0.1983, 1.0000, 0.2124, 1.0000, 0.0098, 0.0165, 6.4756, 8.3953
0.3000, 0.2000, 0.5000, 0.8000, 71.0000, -1.0000, 0.3016, 0.0000, 0.2309, 0.0000, 0.2335, 0.0000, 0.0101, 0.0140, 5.6517, 7.3564
0.7000, 0.4000, 0.2000, 0.8000, 69.0000, -1.0000, 0.3475, 0.0000, 0.2014, 1.0000, 0.2186, 1.0000, 0.0109, 0.0154, 6.1222, 8.0321
0.8000, 0.6000, 0.3000, 0.8000, -1.0000, -1.0000, 0.3961, 0.0000, 0.1982, 1.0000, 0.2058, 1.0000, 0.0116, 0.0171, 7.0494, 9.1586
0.4000, 0.4000, 0.6000, 0.8000, 71.0000, -1.0000, 0.3121, 0.0000, 0.2027, 1.0000, 0.2216, 1.0000, 0.0106, 0.0149, 6.1600, 7.6872
0.3000, 0.3000, 0.5000, 0.8000, 71.0000, 89.0000, 0.3014, 0.0000, 0.2139, 1.0000, 0.2301, 0.0000, 0.0106, 0.0136, 6.0252, 6.9207
0.7000, 0.5000, 0.2000, 0.8000, 71.0000, -1.0000, 0.4015, 0.0000, 0.1981, 1.0000, 0.2101, 1.0000, 0.0109, 0.0159, 6.1947, 8.4906
0.4000, 0.5000, 0.6000, 0.8000, 69.0000, -1.0000, 0.3751, 0.0000, 0.2001, 1.0000, 0.2181, 1.0000, 0.0109, 0.0162, 6.2057, 7.9483
0.9000, 0.2000, 0.3000, 0.8000, 71.0000, 89.0000, 0.3008, 0.0000, 0.2290, 1.0000, 0.2331, 0.0000, 0.0101, 0.0137, 5.6298, 7.0565
0.3000, 0.4000, 0.5000, 0.8000, 71.0000, -1.0000, 0.3128, 0.0000, 0.2019, 1.0000, 0.2206, 1.0000, 0.0106, 0.0149, 6.1784, 7.7757
0.7000, 0.6000, 0.2000, 0.8000, 71.0000, -1.0000, 0.3943, 0.0000, 0.1981, 1.0000, 0.2060, 1.0000, 0.0106, 0.0147, 6.3922, 9.2419
0.4000, 0.6000, 0.6000, 0.8000, 70.0000, -1.0000, 0.4010, 0.0000, 0.1997, 1.0000, 0.2145, 1.0000, 0.0118, 0.0165, 6.4704, 8.5611
0.9000, 0.3000, 0.3000, 0.8000, 71.0000, -1.0000, 0.3158, 0.0000, 0.2116, 1.0000, 0.2291, 1.0000, 0.0097, 0.0149, 5.8870, 7.5142
0.3000, 0.5000, 0.5000, 0.8000, 69.0000, -1.0000, 0.3825, 0.0000, 0.1999, 1.0000, 0.2149, 1.0000, 0.0109, 0.0161, 6.1941, 8.2591
0.8000, 0.2000, 0.2000, 0.8000, 71.0000, -1.0000, 0.3015, 0.0000, 0.2277, 1.0000, 0.2339, 0.0000, 0.0106, 0.0141, 5.5686, 7.2331
0.5000, 0.2000, 0.6000, 0.8000, 71.0000, -1.0000, 0.3014, 0.0000, 0.2298, 1.0000, 0.2336, 0.0000, 0.0101, 0.0140, 5.6485, 7.2362
0.9000, 0.4000, 0.3000, 0.8000, 71.0000, -1.0000, 0.3487, 0.0000, 0.2023, 1.0000, 0.2219, 1.0000, 0.0106, 0.0152, 6.5715, 7.8828
0.3000, 0.6000, 0.5000, 0.8000, 69.0000, -1.0000, 0.4007, 0.0000, 0.1997, 1.0000, 0.2144, 1.0000, 0.0120, 0.0164, 6.4470, 8.4643
0.8000, 0.3000, 0.2000, 0.8000, 71.0000, -1.0000, 0.3151, 0.0000, 0.2117, 1.0000, 0.2282, 1.0000, 0.0096, 0.0147, 5.8811, 7.5954
0.5000, 0.3000, 0.6000, 0.8000, 71.0000, 89.0000, 0.3018, 0.0000, 0.2136, 1.0000, 0.2297, 1.0000, 0.0106, 0.0138, 6.0317, 6.9998
0.9000, 0.5000, 0.3000, 0.8000, -1.0000, -1.0000, 0.4018, 0.0000, 0.1983, 1.0000, 0.2080, 1.0000, 0.0102, 0.0162, 6.6437, 9.1080
0.4000, 0.2000, 0.5000, 0.8000, 71.0000, -1.0000, 0.3018, 0.0000, 0.2298, 1.0000, 0.2334, 0.0000, 0.0101, 0.0141, 5.6407, 7.3261
0.8000, 0.4000, 0.2000, 0.8000, 69.0000, -1.0000, 0.3950, 0.0000, 0.2014, 1.0000, 0.2180, 1.0000, 0.0114, 0.0157, 6.1173, 8.8836
0.5000, 0.4000, 0.6000, 0.8000, 71.0000, -1.0000, 0.3119, 0.0000, 0.2035, 1.0000, 0.2219, 1.0000, 0.0106, 0.0149, 6.1401, 7.6628
0.9000, 0.6000, 0.3000, 0.8000, -1.0000, -1.0000, 0.3956, 0.0000, 0.1982, 1.0000, 0.2065, 1.0000, 0.0107, 0.0162, 6.9084, 8.8116
0.4000, 0.3000, 0.5000, 0.8000, 71.0000, 89.0000, 0.3014, 0.0000, 0.2139, 1.0000, 0.2302, 0.0000, 0.0106, 0.0136, 6.0175, 6.9277
0.8000, 0.5000, 0.2000, 0.8000, -1.0000, -1.0000, 0.4018, 0.0000, 0.1981, 1.0000, 0.2128, 1.0000, 0.0093, 0.0163, 6.3595, 8.2804
0.5000, 0.5000, 0.6000, 0.8000, 69.0000, -1.0000, 0.3764, 0.0000, 0.1999, 1.0000, 0.2174, 1.0000, 0.0109, 0.0162, 6.1932, 8.0071
0.4000, 0.4000, 0.5000, 0.8000, 71.0000, -1.0000, 0.3126, 0.0000, 0.2018, 1.0000, 0.2213, 1.0000, 0.0106, 0.0149, 6.1784, 7.7292
0.3000, 0.2000, 0.4000, 0.8000, 71.0000, -1.0000, 0.3018, 0.0000, 0.2289, 1.0000, 0.2333, 0.0000, 0.0101, 0.0140, 5.6419, 7.3025
0.8000, 0.6000, 0.2000, 0.8000, 71.0000, -1.0000, 0.3942, 0.0000, 0.1981, 1.0000, 0.2059, 1.0000, 0.0106, 0.0147, 6.3933, 9.2760
0.5000, 0.6000, 0.6000, 0.8000, -1.0000, -1.0000, 0.4018, 0.0000, 0.2001, 1.0000, 0.2143, 1.0000, 0.0098, 0.0168, 6.5858, 8.6432
0.4000, 0.5000, 0.5000, 0.8000, 69.0000, -1.0000, 0.3830, 0.0000, 0.1999, 1.0000, 0.2142, 1.0000, 0.0109, 0.0161, 6.1940, 8.3081
0.3000, 0.3000, 0.4000, 0.8000, 71.0000, 89.0000, 0.3018, 0.0000, 0.2139, 1.0000, 0.2299, 1.0000, 0.0106, 0.0138, 6.0149, 6.9944
0.4000, 0.6000, 0.5000, 0.8000, 69.0000, -1.0000, 0.4005, 0.0000, 0.1997, 1.0000, 0.2139, 1.0000, 0.0120, 0.0164, 6.4470, 8.4950
0.9000, 0.2000, 0.2000, 0.8000, 71.0000, -1.0000, 0.3014, 0.0000, 0.2277, 1.0000, 0.2339, 0.0000, 0.0106, 0.0140, 5.5691, 7.2171
0.6000, 0.2000, 0.6000, 0.8000, 71.0000, 89.0000, 0.3012, 0.0000, 0.2289, 1.0000, 0.2338, 0.0000, 0.0101, 0.0138, 5.6092, 7.1680
0.3000, 0.4000, 0.4000, 0.8000, 71.0000, -1.0000, 0.3129, 0.0000, 0.2007, 1.0000, 0.2206, 1.0000, 0.0102, 0.0149, 6.1155, 7.7732
0.5000, 0.2000, 0.5000, 0.8000, 71.0000, -1.0000, 0.3018, 0.0000, 0.2309, 0.0000, 0.2334, 0.0000, 0.0101, 0.0141, 5.6517, 7.2873
0.9000, 0.3000, 0.2000, 0.8000, 71.0000, -1.0000, 0.3091, 0.0000, 0.2117, 1.0000, 0.2284, 1.0000, 0.0096, 0.0143, 5.8808, 7.3431
0.3000, 0.5000, 0.4000, 0.8000, 71.0000, -1.0000, 0.4044, 0.0000, 0.1995, 1.0000, 0.2143, 1.0000, 0.0114, 0.0164, 6.2589, 8.4768
0.6000, 0.3000, 0.6000, 0.8000, 71.0000, -1.0000, 0.3025, 0.0000, 0.2143, 1.0000, 0.2298, 1.0000, 0.0106, 0.0141, 6.0112, 7.1162
0.5000, 0.3000, 0.5000, 0.8000, 71.0000, -1.0000, 0.3022, 0.0000, 0.2139, 1.0000, 0.2302, 0.0000, 0.0106, 0.0139, 6.0214, 7.1669
0.9000, 0.4000, 0.2000, 0.8000, 69.0000, -1.0000, 0.3949, 0.0000, 0.2014, 1.0000, 0.2175, 1.0000, 0.0114, 0.0157, 6.1173, 8.8612
0.3000, 0.6000, 0.4000, 0.8000, 69.0000, -1.0000, 0.3989, 0.0000, 0.1995, 1.0000, 0.2134, 1.0000, 0.0119, 0.0164, 6.4859, 8.5045
0.6000, 0.4000, 0.6000, 0.8000, 71.0000, -1.0000, 0.3117, 0.0000, 0.2019, 1.0000, 0.2221, 1.0000, 0.0106, 0.0149, 6.1782, 7.6390
0.5000, 0.4000, 0.5000, 0.8000, 71.0000, -1.0000, 0.3117, 0.0000, 0.2018, 1.0000, 0.2221, 1.0000, 0.0106, 0.0149, 6.1784, 7.6327
0.9000, 0.5000, 0.2000, 0.8000, 71.0000, -1.0000, 0.4014, 0.0000, 0.1981, 1.0000, 0.2103, 1.0000, 0.0109, 0.0159, 6.1941, 8.4143
0.6000, 0.5000, 0.6000, 0.8000, 69.0000, -1.0000, 0.3769, 0.0000, 0.1998, 1.0000, 0.2171, 1.0000, 0.0109, 0.0162, 6.1897, 8.0318
0.4000, 0.2000, 0.4000, 0.8000, 71.0000, -1.0000, 0.3017, 0.0000, 0.2289, 1.0000, 0.2335, 0.0000, 0.0101, 0.0141, 5.6388, 7.3444
0.5000, 0.5000, 0.5000, 0.8000, 69.0000, -1.0000, 0.3828, 0.0000, 0.1999, 1.0000, 0.2138, 1.0000, 0.0109, 0.0161, 6.1939, 8.3186
0.9000, 0.6000, 0.2000, 0.8000, 74.0000, -1.0000, 0.3935, 0.0000, 0.1981, 1.0000, 0.2082, 1.0000, 0.0112, 0.0154, 6.3989, 8.8569
0.6000, 0.6000, 0.6000, 0.8000, -1.0000, -1.0000, 0.4009, 0.0000, 0.1997, 1.0000, 0.2141, 1.0000, 0.0102, 0.0168, 6.6472, 8.6465
0.4000, 0.3000, 0.4000, 0.8000, 71.0000, -1.0000, 0.3020, 0.0000, 0.2133, 1.0000, 0.2300, 1.0000, 0.0106, 0.0138, 6.0425, 7.0422
0.5000, 0.6000, 0.5000, 0.8000, 69.0000, -1.0000, 0.4004, 0.0000, 0.1997, 1.0000, 0.2135, 1.0000, 0.0120, 0.0164, 6.4472, 8.5071
0.3000, 0.2000, 0.3000, 0.8000, 71.0000, 89.0000, 0.3007, 0.0000, 0.2290, 1.0000, 0.2332, 0.0000, 0.0101, 0.0139, 5.6408, 7.0454
0.7000, 0.2000, 0.6000, 0.8000, 71.0000, -1.0000, 0.3017, 0.0000, 0.2289, 1.0000, 0.2334, 0.0000, 0.0101, 0.0140, 5.6142, 7.2708
0.4000, 0.4000, 0.4000, 0.8000, 71.0000, -1.0000, 0.3129, 0.0000, 0.2007, 1.0000, 0.2208, 1.0000, 0.0102, 0.0149, 6.1152, 7.7673
0.6000, 0.2000, 0.5000, 0.8000, 71.0000, 89.0000, 0.3008, 0.0000, 0.2310, 0.0000, 0.2337, 0.0000, 0.0101, 0.0140, 5.5973, 7.1533
0.3000, 0.3000, 0.3000, 0.8000, 71.0000, -1.0000, 0.3203, 0.0000, 0.2115, 1.0000, 0.2296, 1.0000, 0.0097, 0.0151, 5.8900, 7.6412
0.7000, 0.3000, 0.6000, 0.8000, 71.0000, 89.0000, 0.3019, 0.0000, 0.2141, 1.0000, 0.2298, 1.0000, 0.0106, 0.0138, 6.0174, 7.0233
0.4000, 0.5000, 0.4000, 0.8000, 69.0000, -1.0000, 0.3830, 0.0000, 0.1988, 1.0000, 0.2138, 1.0000, 0.0109, 0.0161, 6.3243, 8.3212
0.6000, 0.3000, 0.5000, 0.8000, 71.0000, -1.0000, 0.3027, 0.0000, 0.2139, 1.0000, 0.2302, 0.0000, 0.0106, 0.0141, 6.0253, 7.2994
0.3000, 0.4000, 0.3000, 0.8000, -1.0000, -1.0000, 0.4010, 0.0000, 0.2021, 1.0000, 0.2173, 1.0000, 0.0107, 0.0164, 6.8712, 9.1082
0.7000, 0.4000, 0.6000, 0.8000, 70.0000, -1.0000, 0.3447, 0.0000, 0.2020, 1.0000, 0.2135, 1.0000, 0.0114, 0.0158, 6.1365, 8.2359
