# opp_gamma, obs_gamma, live_gamma, liveness_thresh, goal_reach_idx0, goal_reach_idx1, traj_collision, obs_collision_0, obs_collision_1, delta_vel_0, delta_vel_1, path_dev_0, path_dev_1
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
0.4000, 0.3000, 0.2000, 0.6500, 73.0000, 97.0000, 0.0000, 1.0000, 1.0000, 0.0104, 0.0146, 5.7843, 7.6476
0.8000, 0.6000, 0.5000, 1.1000, 70.0000, 107.0000, 0.0000, 1.0000, 1.0000, 0.0105, 0.0140, 6.4219, 8.1094
